Nº SAG,NOMBRE COMERCIAL ,APTITUD,SERIE,FORMULACIÓN (CÓDIGO),FORMULADO EN QUE SE BASA,INGREDIENTE ACTIVO EN QUE SE BASA,TOXICIDAD (CÓDIGO),TOXICIDAD PECES Y ALGAS,TOXICIDAD AVES,TOXICIDAD ABEJAS,INFLAMABLE,CORROSIVO,EXPLOSIVO,MODO DE ACCIÓN,TIPO DE PLAGUICIDA (NATURAL),REPRESENTANTE LEGAL,TITULAR AUTORIZACIÓN,FECHA PRIMERA AUTORIZACION,FECHA VENCIMIENTO,NORMA DE AUTORIZACION,SITUACION ,PAIS DE DESTINO (SOLO EXPORTACION)
3214,PIVOT 100 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,"Rubén Roca
Felipe Schneider
Patricio Couso
Claudio Betanzo Greco",BASF CHILE S.A.,07/02/1993,07/02/2028,1178/1984,VIGENTE,
3215,PANTERA 12 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,07/12/1990,07/12/2030,1178/1984,VIGENTE,
3216,ACCENT,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Jorge Andrés Grau Nuñez,CORTEVA AGRISCIENCE CHILE LTDA.,07/30/1990,09/22/2028,1178/1984,VIGENTE,
3218,RANGO 480 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,10/11/2000,10/11/2030,3670/1999,VIGENTE,
3219,LOGRAN 75 WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Pedro Donoso Maslov,SYNGENTA S.A.,11/08/1990,11/08/2025,1178/1984,VIGENTE,
3221,TOPIK 240 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Moderadamente Tóxico,Levemente Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Pedro Donoso Maslov,SYNGENTA S.A.,11/18/1990,07/23/2028,1178/1984,VIGENTE,
3229,SURFLAN A.S.,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Ligeramente Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,04/03/2001,11/10/2026,3670/1999,VIGENTE,
3233,"ARCO 2,4-D 480 SL",HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Moderadamente Tóxico,Ligeramente Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y hormonal,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,03/26/2000,03/26/2030,3670/1999,VIGENTE,
3238,SENCOR 480 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,II (Moderadamente Peligroso),Muy Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Vicente Bravo Palma,BAYER S.A.,09/07/2001,09/07/2031,3670/1999,VIGENTE,
3245,GLYPHOGAN 480 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Baja Toxicidad,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"Roberto Merino 
Natalia Saavedra",MAKHTESHIM AGAN CHILE SpA,02/04/1992,12/19/2027,1178/1984,VIGENTE,
3253,LINUREX 50 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Levemente Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,05/12/1992,08/12/2028,1178/1984,VIGENTE,
3256,TYLLANEX 50% SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,Ligeramente Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Residual,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,05/20/1992,12/19/2027,1178/1984,VIGENTE,
3259,AGIL 100 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,Baja Toxicidad,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,07/03/1992,03/09/2029,1178/1984,VIGENTE,
3267,FARMON,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Muy Tóxico,Moderadamente Tóxico,Baja Toxicidad,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Contacto,,Pedro Donoso Maslov,SYNGENTA S.A.,05/04/1993,10/22/2026,1178/1984,CANCELADO,
3274,CLORIDAZON 43 F,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y residual,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,07/22/1993,06/06/2031,1178/1984,VIGENTE,
3285,GLIFOSPEC 480 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Peligroso,No Peligroso,No Peligroso,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,MAURICIO ZWANZGER VUSKOVIC,AGROSPEC S.A.,01/27/1994,09/11/2027,1178/1984,VIGENTE,
3287,GALANT PLUS R,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Altamente Tóxico,Baja Peligrosidad,Baja Peligrosidad,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,03/31/1994,01/15/2027,1178/1984,VIGENTE,
3293,CASORON G,HERBICIDA,3000 Herbicida,Granulado (GR),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Residual,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,06/17/1994,04/22/2028,1178/1984,VIGENTE,
3296,DEVRINOL 10 G,HERBICIDA,3000 Herbicida,Granulado (GR),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,07/15/1994,06/12/2027,1178/1984,VIGENTE,
3299,NUZOL PLUS ,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,07/26/1994,07/03/2028,1178/1984,VIGENTE,
3306,ALIADO,HERBICIDA,3000 Herbicida,Polvo Mojable (WP),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,10/20/1994,11/24/2026,1178/1984,VIGENTE,
3310,"PARAQUAT DICHLORIDE 27,6 % SL",HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Moderadamente Tóxico,Ligeramente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,IVAN ALBERTO PINI GIUSSIANO,PILARQUIM CHILE S.A.,11/21/1994,10/19/2026,1178/1984,CANCELADO,
3311,FLECHA 9.6 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sitémico,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/09/2000,01/09/2030,3670/1999,VIGENTE,
3312,EXOCET 50 WP,HERBICIDA,3000 Herbicida,Polvo Mojable (WP),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sitémico y residual,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/09/2000,01/09/2030,3670/1999,VIGENTE,
3315,BECTRA 48 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,III (Poco Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y residual,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/30/1995,01/30/2030,1178/1984,VIGENTE,
3320,HARNESS FORESTAL,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Tóxico,No Indica,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,YURI CHARME,MONSANTO CHILE S.A.,04/13/2000,04/13/2030,3670/1999,VIGENTE,
3321,GUARDIAN,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Tóxico,No Indica,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,YURI CHARME,MONSANTO CHILE S.A.,04/13/2000,04/13/2030,3670/1999,VIGENTE,
3328,BASTA 14 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Tóxico,Nocivo,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,"Ruben Roca Astete
Felipe Schneider Bornemann
Patricio Couso Wetzel
Claudio Betanzo Greco",BASF CHILE S.A.,05/18/2000,05/18/2030,3670/1999,VIGENTE,
3333,SINBAR,HERBICIDA,3000 Herbicida,Polvo Mojable (WP),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y residual,,MAURICIO SÁNCHEZ GONZÁLEZ,KERLEY LATINOAMERICANA LIMITADA,07/21/1998,07/21/2026,1178/1984,VIGENTE,
3338,TREFLAN,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,EXPLOSIVO,Residual,,DANIEL ROWLANDS BERGER,GOWAN CHILE SpA,11/06/1995,11/06/2030,1178/1984,VIGENTE,
3339,CAIMAN 70 WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Moderadamente Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Pedro Donoso Maslov,SYNGENTA S.A.,08/21/1996,02/23/2027,1178/1984,VIGENTE,
3340,GALIGAN 240 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y residual,,"Roberto Merino 
Natalia Saavedra Aspillaga",MAKHTESHIM AGAN CHILE SpA,09/06/1996,03/09/2029,1178/1984,VIGENTE,
3342,VELPAR 75 DF,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Toxicidad,Baja Toxicidad,Baja Toxicidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y residual,,MAURICIO SÁNCHEZ GONZÁLEZ,KERLEY LATINOAMERICANA LIMITADA,06/18/1997,08/16/2027,1178/1984,VIGENTE,
3343,SEMPRA WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,III (Poco Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,08/29/1997,08/29/2027,1178/1984,VIGENTE,
3344,ASULOX,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Tóxico,No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,10/03/1997,09/21/2026,1178/1984,VIGENTE,
3345,PANTERA PLUS,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,11/20/1997,05/20/2028,1178/1984,VIGENTE,
3346,PRESIDE 80 WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Peligrosidad,Baja Peligrosidad,Baja Peligrosidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,01/06/1998,01/06/2028,1178/1984,VIGENTE,
3347,FORDOR 75 WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Poco Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Residual,,Vicente Bravo Palma,BAYER S.A.,12/07/1999,09/26/2027,1178/1984,VIGENTE,
3348,SAFARI 50 DF,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Toxicidad,Baja Toxicidad,Baja Toxicidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Fabio Moretto,FMC QUÍMICA CHILE LTDA.,02/18/1998,09/11/2028,1178/1984,VIGENTE,
3350,MOLIROX ,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,Prácticamente No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,,,ROBERTO VICCINELLI,SIPCAM CHILE SpA. ,07/06/2003,07/06/2028,3670/1999,VIGENTE,
3353,COMMAND 4 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"FABIO RICARDO MORETTO 
LUIS GONZALO VIOLLIER SALAS",FMC QUÍMICA CHILE LTDA.,08/20/2001,08/20/2031,3670/1999,VIGENTE,
3354,CLINCHER,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Peligrosidad,Baja Peligrosidad,Baja Peligrosidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,09/14/1998,04/07/2028,1178/1984,VIGENTE,
3358,MCPA 750 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y hormonal,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/11/1999,09/11/2028,1178/1984,VIGENTE,
3360,PANZER,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Peligrosidad,Baja Peligrosidad,Baja Peligrosidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Jorge Andrés Grau Nuñez,CORTEVA AGRISCIENCE CHILE LTDA.,03/30/1999,05/15/2027,1178/1984,CANCELADO,
3364,AJAX 50 WP,HERBICIDA,3000 Herbicida,Polvo Mojable (WP),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y residual,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,04/06/1999,11/24/2031,1178/1984,VIGENTE,
3365,HUSSAR 20% WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),BASADO EN I.A. DE OPTION PRO,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Poco Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Vicente Bravo Palma,BAYER S.A.,04/04/2000,09/29/2031,3670/1999,VIGENTE,
3379,GLIFOSATO ATANOR,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,RICARDO IHNEN BECKER,ROTAM DE CHILE AGROQUÍMICA LTDA.,08/17/1999,08/11/2028,1178/1984,VIGENTE,
3399,CENTURION SUPER,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Ligeramente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,12/07/1999,11/24/2026,1178/1984,VIGENTE,
3405,EXOCET 35 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,MARIO LARA ESSEDIN,ANASAC CHILE S.A.,03/08/2000,04/04/2031,2054/1995,VIGENTE,
3409,BAUNDAP,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Sistémico,,RICARDO IHNEN BECKER,ROTAM DE CHILE AGROQUÍMICA LTDA.,05/23/2000,02/01/2027,3670/1999,VIGENTE,
3414,SWEEPER 700 DG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"Ruben Roca Astete
Felipe Schneider Bornemann
Patricio Couso Wetzel 
Claudio Betanzo Greco",BASF CHILE S.A.,01/03/2001,10/03/2027,3670/1999,VIGENTE,
3420,VULCANO 70% WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,04/25/2001,04/25/2031,3670/1999,VIGENTE,
3421,BENTAX 48 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,III (Poco Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,04/25/2001,10/12/2027,3670/1999,VIGENTE,
3422,METAMITRON 70 WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,06/06/2001,06/06/2031,3670/1999,VIGENTE,
3424,PRODIGIO 600 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,II (Moderadamente Peligroso),Muy Tóxico,Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y residual,,Vicente Bravo Palma,BAYER S.A.,07/17/2001,12/28/2031,3670/1999,VIGENTE,
3425,FACET 25 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,III (Poco Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Residual,,"Ruben Roca Astete, Felipe
Schneider Bornemann, Patricio Couso Wetzel y Claudio Betanzo Greco",BASF CHILE S.A.,07/17/2001,07/17/2031,3670/1999,VIGENTE,
3428,DUAL GOLD 960 EC,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,Pedro Donoso Maslov,SYNGENTA S.A.,08/30/2001,11/25/2028,2054/1995,VIGENTE,
3430,PRIMAGRAM GOLD 660 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,II (Moderadamente Peligroso),Muy Tóxico,Baja Toxicidad,Baja Toxicidad,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Residual,,Pedro Donoso Maslov,SYNGENTA S.A.,10/26/2001,10/26/2026,3670/1999,VIGENTE,
3431,GOLTIX COMPACT 90% WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,III (Poco Peligroso),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,11/09/2001,11/09/2026,3670/1999,VIGENTE,
3434,ARAMO,HERBICIDA,3000 Herbicida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),Moderadamente Tóxico,No Indica,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"Ruben Roca Astete, Felipe Schneider Bornemann, Patricio Couso Wetzel y Claudio Betanzo Greco.",BASF CHILE S.A.,01/18/2002,04/20/2029,3670/1999,VIGENTE,
3435,TRAMAT 500 SC,HERBICIDA,3000 Herbicida,Suspensión Concentrada (SC),NO APLICA,,III (Poco Peligroso),Tóxico,Poco Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Residual,,Vicente Bravo Palma,BAYER S.A.,03/15/2002,03/15/2027,3670/1999,VIGENTE,
3436,OPTION PRO 32 % WG,HERBICIDA,3000 Herbicida,Granulado Dispersable (WG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Poco Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Vicente Bravo Palma,BAYER S.A.,03/15/2002,03/15/2027,3670/1999,VIGENTE,
3437,AGRITOX 750,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,II (Moderadamente Peligroso),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y hormonal,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,03/28/2002,06/09/2028,3670/1999,VIGENTE,
3438,PIREL 40.9 SL,HERBICIDA,3000 Herbicida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Sistémico,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,05/14/2002,05/14/2027,3670/1999,VIGENTE,
